sample_index,timestamp_ms,ppg,ecg,pcg
9661,-30467,21580,28245,2013
9662,-30467,21579,28249,2042
9663,23948,21582,28250,2069
9664,23948,21582,28246,2096
9665,23948,21542,28124,2126
9666,23948,21572,28207,2141
9667,23948,21565,28182,2137
9668,23948,21555,28152,2154
9669,2912,21543,28115,2131
9670,2912,21533,28081,2064
9671,2912,21525,28054,2010
9672,2912,21519,28039,1923
9673,2912,21517,28024,1881
9674,2912,21516,28022,1678
9675,2912,21517,28020,1847
9676,2912,21517,28019,1839
9677,2912,21518,28022,1808
9678,2912,21520,28023,1765
9679,2912,21519,28030,1801
9680,2912,21520,28037,1755
9681,2912,21523,28036,1807
9682,-18480,21523,28039,1779
9683,-18480,21526,28039,1815
9684,-18480,21527,28044,1818
9685,-18480,21527,28041,1815
9686,-18480,21526,28045,1791
9687,-18480,21526,28052,1788
9688,-4730,21528,28054,1757
9689,-4730,21531,28063,1748
9690,-4730,21533,28074,1744
9691,-4730,21538,28080,1719
9692,-4730,21538,28091,1714
9693,-4730,21541,28100,1683
9694,-4730,21540,28107,1659
9695,-4730,21540,28111,1650
9696,-4730,21541,28112,1648
9697,-4730,21538,28113,1619
9698,-4730,21536,28112,1623
9699,-4730,21536,28112,1621
9700,-4730,21531,28110,1634
9701,-18756,21527,28107,1664
9702,-18756,21533,28102,1645
9703,-18756,21529,28107,1637
9704,-18756,21534,28111,1591
9705,-18756,21531,28116,1584
9706,-18756,21538,28120,1564
9707,-18756,21541,28126,1535
9708,-6332,21541,28133,1535
9709,-6332,21544,28139,1535
9710,-6332,21546,28149,1535
9711,-6332,21548,28157,1552
9712,-6332,21545,28159,1535
9713,-6332,21546,28159,1505
9714,-6332,21549,28163,1553
9715,-6332,21550,28171,1646
9716,-6332,21552,28178,2234
9717,-6332,21552,28177,3457
9718,-6332,21554,28180,2530
9719,-6332,21552,28186,1723
9720,31301,21553,28188,1464
9721,31301,21557,28194,1468
9722,31301,21555,28199,1475
9723,31301,21555,28201,1472
9724,31301,21559,28199,1488
9725,31301,21556,28205,1487
9726,31301,21558,28209,1525
9727,-16389,21557,28210,1503
9728,-16389,21553,28213,1476
9729,-16389,21554,28210,1456
9730,-16389,21555,28219,1472
9731,-16389,21557,28220,1479
9732,-16389,21559,28227,1478
9733,-16389,21560,28236,1476
9734,-16389,21562,28236,1493
9735,-16389,21566,28240,1500
9736,-16389,21568,28240,1521
9737,-16389,21562,28236,1577
9738,-16389,21564,28213,1632
9739,-16389,21554,28182,1651
9740,-26936,21547,28154,1681
9741,-26936,21537,28119,1687
9742,-26936,21528,28085,1711
9743,-26936,21518,28054,1681
9744,-26936,21512,28035,1634
9745,-26936,21512,28023,1600
9746,-8359,21506,28015,1535
9747,-8359,21507,28012,1535
9748,-8359,21506,28011,1526
9749,-8359,21509,28016,1531
9750,-8359,21511,28018,1552
9751,-8359,21512,28025,1561
9752,-8359,21515,28023,1585
9753,-8359,21513,28029,1613
9754,-8359,21514,28025,1619
9755,-8359,21514,28031,1648
9756,-8359,21515,28029,1682
9757,-8359,21518,28031,1696
9758,-8359,21515,28029,1711
9759,-13926,21516,28031,1738
9760,-13926,21517,28037,1728
9761,-13926,21520,28040,1728
9762,-13926,21524,28052,1749
9763,-13926,21531,28064,1774
9764,-13926,21533,28073,1799
9765,-13088,21537,28084,1811
9766,-13088,21533,28091,1805
9767,-13088,21534,28101,1825
9768,-13088,21537,28104,1835
9769,-13088,21537,28107,1854
9770,-13088,21538,28112,1846
9771,-13088,21537,28110,1889
9772,-13088,21534,28109,1872
9773,-13088,21535,28109,1889
9774,-13088,21533,28112,1909
9775,-13088,21529,28112,1922
9776,-13088,21534,28115,1950
9777,-13088,21534,28117,2016
9778,-12676,21536,28118,2023
9779,-12676,21538,28125,2007
9780,-12676,21538,28129,2000
9781,-12676,21541,28137,1986
9782,-12676,21543,28139,1974
9783,-12676,21541,28146,1967
9784,-13470,21541,28149,1975
9785,-13470,21545,28151,1986
9786,-13470,21542,28158,1997
9787,-13470,21543,28163,2023
9788,-13470,21545,28166,2023
9789,-13470,21546,28172,2011
9790,-13470,21549,28177,1984
9791,-13470,21552,28185,2076
9792,-13470,21551,28189,2432
9793,-13470,21551,28194,4090
9794,-13470,21556,28201,3215
9795,-13470,21554,28205,2223
9796,-13470,21559,28206,1882
9797,-7801,21561,28211,1862
9798,-7801,21563,28215,1862
9799,-7801,21562,28215,1855
9800,-7801,21562,28220,1865
9801,-7801,21566,28218,1897
9802,-7801,21562,28222,1891
9803,-7801,21566,28229,1918
9804,-11028,21562,28230,1953
9805,-11028,21565,28238,1951
9806,-11028,21567,28239,1962
9807,-11028,21569,28241,1957
9808,-11028,21570,28247,1955
9809,-11028,21570,28247,1961
9810,-11028,21570,28248,1987
9811,-11028,21571,28251,1988
9812,-11028,21569,28256,2021
9813,-11028,21571,28251,2061
9814,-11028,21566,28241,2131
9815,-11028,21565,28214,2160
9816,-19707,21556,28187,2190
9817,-19707,21548,28155,2229
9818,-19707,21537,28119,2254
9819,-19707,21526,28085,2242
9820,-19707,21516,28056,2169
9821,-19707,21507,28034,2124
9822,-19707,21503,28022,2084
9823,-6036,21497,28015,2027
9824,-6036,21497,28009,2010
9825,-6036,21496,28006,1993
9826,-6036,21494,28002,1979
9827,-6036,21496,28005,1948
9828,-6036,21495,28007,1934
9829,-6036,21499,28012,1924
9830,-6036,21501,28015,1925
9831,-6036,21494,28013,1941
9832,-6036,21499,28019,1921
9833,-6036,21502,28018,1936
9834,-6036,21499,28019,1909
9835,-6036,21502,28021,1899
9836,-2575,21503,28024,1876
9837,-2575,21503,28028,1878
9838,-2575,21503,28032,1871
9839,-2575,21506,28035,1891
9840,-2575,21508,28048,1903
9841,-2575,21514,28058,1884
9842,6783,21514,28066,1911
9843,6783,21518,28074,1914
9844,6783,21516,28080,1920
9845,6783,21519,28085,1920
9846,6783,21518,28087,1936
9847,6783,21517,28089,1933
9848,6783,21519,28087,1949
9849,6783,21518,28087,1967
9850,6783,21520,28089,2004
9851,6783,21519,28092,2029
9852,6783,21521,28094,2013
9853,6783,21519,28098,2011
9854,6783,21522,28102,1997
9855,9578,21524,28100,1998
9856,9578,21523,28103,2012
9857,9578,21521,28106,1987
9858,9578,21521,28107,1981
9859,9578,21522,28112,1987
9860,9578,21523,28117,1994
9861,10798,21524,28120,1984
9862,10798,21524,28126,2003
9863,10798,21527,28129,1979
9864,10798,21530,28138,2064
9865,10798,21528,28138,2189
9866,10798,21529,28143,3354
9867,10798,21530,28147,3264
9868,10798,21532,28152,2405
9869,10798,21536,28154,1994
9870,10798,21534,28163,1852
9871,10798,21538,28168,1888
9872,10798,21536,28169,1876
9873,10798,21536,28170,1884
9874,11059,21536,28172,1901
9875,11059,21537,28175,1900
9876,11059,21536,28177,1889
9877,11059,21537,28182,1911
9878,11059,21538,28183,1915
9879,11059,21537,28186,1905
9880,15671,21536,28187,1909
9881,15671,21537,28193,1913
9882,15671,21536,28194,1941
9883,15671,21538,28195,1953
9884,15671,21538,28199,1936
9885,15671,21536,28195,1941
9886,15671,21535,28191,2021
9887,15671,21534,28182,2058
9888,15671,21527,28157,2071
9889,15671,21521,28134,2111
9890,15671,21518,28103,2105
9891,15671,21505,28076,2089
9892,15671,21494,28040,2066
9893,13793,21489,28018,1985
9894,13793,21481,27997,1905
9895,13793,21478,27987,1853
9896,13793,21479,27981,1809
9897,13793,21475,27979,1753
9898,13793,21475,27979,1739
9899,13793,21475,27978,1714
9900,13654,21473,27982,1690
9901,13654,21477,27983,1696
9902,13654,21476,27984,1698
9903,13654,21477,27983,1683
9904,13654,21475,27983,1689
9905,13654,21479,27988,1693
9906,13654,21480,27993,1680
9907,13654,21482,27993,1694
9908,13654,21481,27996,1710
9909,13654,21482,27993,1682
9910,13654,21486,28009,1693
9911,13654,21490,28014,1714
9912,2179,21487,28021,1722
9913,2179,21490,28032,1746
9914,2179,21497,28039,1712
9915,2179,21501,28049,1791
9916,2179,21498,28049,1839
9917,2179,21499,28060,1862
9918,2179,21500,28063,1878
9919,4669,21501,28067,1877
9920,4669,21504,28070,1863
9921,4669,21503,28069,1941
9922,4669,21501,28068,1925
9923,4669,21502,28070,1968
9924,4669,21503,28071,1950
9925,4669,21502,28070,1965
9926,4669,21499,28072,1953
9927,4669,21504,28074,1959
9928,4669,21505,28072,1965
9929,4669,21504,28079,1958
9930,4669,21506,28083,1952
9931,4669,21509,28094,1959
9932,-20931,21513,28092,1957
9933,-20931,21514,28103,1942
9934,-20931,21515,28111,1902
9935,-20931,21520,28121,1995
9936,-20931,21522,28128,2077
9937,-20931,21525,28137,3071
9938,11533,21527,28146,3463
9939,11533,21528,28148,2478
9940,11533,21530,28154,1952
9941,11533,21532,28156,1744
9942,11533,21533,28158,1791
9943,11533,21535,28161,1761
9944,11533,21537,28166,1759
9945,11533,21532,28168,1775
9946,11533,21535,28176,1776
9947,11533,21537,28178,1781
9948,11533,21538,28182,1776
9949,11533,21544,28183,1789
9950,11533,21544,28191,1805
9951,6807,21545,28197,1790
9952,6807,21550,28206,1798
9953,6807,21554,28208,1854
9954,6807,21553,28215,1825
9955,6807,21551,28212,1872
9956,6807,21548,28213,1873
9957,19405,21546,28204,1907
9958,19405,21540,28183,1926
9959,19405,21535,28156,1950
9960,19405,21535,28156,1965
9961,19405,21524,28123,1982
9962,19405,21516,28096,1991
9963,19405,21509,28062,1978
9964,19405,21499,28037,1936
9965,19405,21490,28016,1883
9966,19405,21489,27999,1818
9967,19405,21487,27992,1793
9968,19405,21520,28121,1776
9969,19405,21486,27985,1763
9970,-4705,21486,27985,1744
9971,-4705,21485,27987,1739
9972,-4705,21485,27988,1721
9973,-4705,21490,27996,1715
9974,-4705,21491,27993,1712
9975,-4705,21488,27999,1712
9976,32409,21489,27997,1717
9977,32409,21492,28004,1721
9978,32409,21491,28001,1730
9979,32409,21491,28005,1727
9980,32409,21496,28007,1734
9981,32409,21497,28014,1744
9982,32409,21501,28021,1744
9983,32409,21500,28031,1761
9984,32409,21504,28039,1779
9985,32409,21506,28050,1762
9986,32409,21514,28062,1771
9987,32409,21517,28069,1788
9988,32409,21520,28078,1789
9989,-13377,21522,28087,1799
9990,-13377,21525,28087,1806
9991,-13377,21522,28089,1795
9992,-13377,21522,28093,1793
9993,-13377,21521,28094,1803
9994,-13377,21520,28095,1799
9995,-13377,21521,28097,1812
9996,13185,21522,28098,1853
9997,13185,21521,28098,1872
9998,13185,21519,28096,1872
9999,13185,21523,28103,1844
10000,13185,21520,28103,1819
10001,13185,21521,28105,1831
10002,13185,21522,28110,1807
10003,13185,21523,28113,1789
10004,13185,21528,28120,1781
10005,13185,21530,28130,1783
10006,13185,21530,28131,1789
10007,13185,21530,28137,1762
10008,2081,21530,28138,1749
10009,2081,21532,28143,1728
10010,2081,21532,28149,1778
10011,2081,21533,28152,1866
10012,2081,21533,28157,2987
10013,2081,21527,28164,3529
10014,2081,21529,28169,2347
10015,47,21531,28172,1712
10016,47,21537,28180,1568
10017,47,21537,28185,1600
10018,47,21540,28190,1575
10019,47,21541,28189,1569
10020,47,21543,28196,1594
10021,47,21543,28198,1598
10022,47,21543,28201,1598
10023,47,21547,28205,1612
10024,47,21549,28215,1605
10025,47,21552,28217,1610
10026,47,21554,28225,1616
10027,47,21553,28227,1638
10028,-7624,21557,28230,1631
10029,-7624,21558,28231,1653
10030,-7624,21559,28236,1673
10031,-7624,21559,28232,1680
10032,-7624,21558,28231,1691
10033,-7624,21557,28216,1723
10034,-17735,21548,28191,1776
10035,-17735,21543,28161,1806
10036,-17735,21533,28129,1839
10037,-17735,21527,28094,1872
10038,-17735,21514,28063,1851
10039,-17735,21513,28037,1838
10040,-17735,21508,28026,1792
10041,-17735,21505,28018,1753
10042,-17735,21502,28008,1707
10043,-17735,21504,28013,1693
10044,-17735,21506,28011,1686
10045,-17735,21509,28012,1713
10046,-17735,21509,28015,1707
10047,-6671,21511,28019,1706
10048,-6671,21507,28019,1718
10049,-6671,21509,28025,1745
10050,-6671,21506,28023,1739
10051,-6671,21508,28021,1741
10052,-6671,21505,28019,1714
10053,-2427,21503,28021,1713
10054,-2427,21502,28019,1727
10055,-2427,21502,28020,1712
10056,-2427,21501,28020,1728
10057,-2427,21503,28026,1745
10058,-2427,21508,28031,1759
10059,-2427,21508,28040,1772
10060,-2427,21505,28047,1776
10061,-2427,21510,28050,1773
10062,-2427,21508,28061,1758
10063,-2427,21510,28066,1775
10064,-2427,21509,28067,1803
10065,-2427,21505,28069,1785
10066,-24643,21510,28076,1807
10067,-24643,21508,28076,1826
10068,-24643,21506,28076,1827
10069,-24643,21510,28084,1834
10070,-24643,21511,28082,1828
10071,-24643,21513,28086,1851
10072,-24912,21512,28089,1927
10073,-24912,21511,28093,1922
10074,-24912,21513,28093,1909
10075,-24912,21512,28091,1872
10076,-24912,21511,28093,1869
10077,-24912,21511,28096,1863
10078,-24912,21511,28100,1872
10079,-24912,21511,28104,1879
10080,-24912,21515,28108,1859
10081,-24912,21515,28114,1865
10082,-24912,21514,28120,1869
10083,-24912,21516,28124,1840
10084,-24912,21516,28125,1859
10085,-13538,21521,28132,1875
10086,-13538,21519,28136,1969
10087,-13538,21523,28148,2326
10088,-13538,21525,28152,3712
10089,-13538,21522,28157,2963
10090,-13538,21523,28158,2115
10091,-13538,21521,28159,1759
10092,-2973,21523,28162,1731
10093,-2973,21519,28161,1730
10094,-2973,21518,28157,1712
10095,-2973,21520,28163,1710
10096,-2973,21522,28163,1705
10097,-2973,21521,28166,1714
10098,-2973,21522,28173,1711
10099,-2973,21523,28175,1702
10100,-2973,21528,28179,1711
10101,-2973,21529,28185,1717
10102,-2973,21533,28193,1744
10103,-2973,21533,28197,1744
10104,-3286,21538,28202,1753
10105,-3286,21540,28204,1760
10106,-3286,21538,28208,1781
10107,-3286,21542,28201,1809
10108,-3286,21533,28191,1827
10109,-3286,21527,28169,1875
10110,-3286,21518,28135,1919
10111,822,21511,28103,1953
10112,822,21511,28103,1971
10113,822,21500,28069,1984
10114,822,21492,28033,1961
10115,822,21483,28006,1904
10116,822,21475,27986,1847
10117,822,21474,27976,1801
10118,822,21472,27965,1759
10119,822,21471,27965,1753
10120,822,21469,27964,1729
10121,822,21471,27961,1728
10122,822,21472,27965,1714
10123,822,21470,27970,1726
10124,8063,21470,27971,1726
10125,8063,21472,27972,1716
10126,8063,21474,27976,1729
10127,8063,21473,27976,1731
10128,8063,21474,27976,1754
10129,8063,21474,27975,1774
10130,8758,21472,27979,1750
10131,8758,21471,27979,1791
10132,8758,21475,27984,1814
10133,8758,21478,27992,1802
10134,8758,21481,28001,1798
10135,8758,21482,28007,1824
10136,8758,21487,28018,1783
10137,8758,21489,28024,1805
10138,8758,21490,28034,1782
10139,8758,21491,28036,1822
10140,8758,21491,28040,1817
10141,8758,21495,28042,1854
10142,8758,21489,28041,1893
10143,14302,21489,28045,1919
10144,14302,21489,28043,1929
10145,14302,21488,28042,1875
10146,14302,21491,28045,1873
10147,14302,21486,28043,1887
10148,14302,21487,28043,1871
10149,17178,21486,28040,1901
10150,17178,21486,28046,1873
10151,17178,21484,28044,1886
10152,17178,21485,28047,1872
10153,17178,21490,28049,1871
10154,17178,21490,28055,1883
10155,17178,21490,28058,1856
10156,17178,21493,28065,1970
10157,17178,21495,28072,2081
10158,17178,21491,28075,3175
10159,17178,21496,28080,3258
10160,17178,21498,28084,2378
10161,17178,21499,28094,1936
10162,13670,21498,28098,1753
10163,13670,21501,28101,1788
10164,13670,21500,28109,1754
10165,13670,21499,28114,1747
10166,13670,21502,28115,1759
10167,13670,21506,28122,1770
10168,57,21504,28130,1778
10169,57,21507,28134,1794
10170,57,21514,28136,1779
10171,57,21515,28141,1809
10172,57,21516,28149,1818
10173,57,21517,28150,1815
10174,57,21516,28151,1827
10175,57,21516,28156,1843
10176,57,21520,28161,1861
10177,57,21518,28157,1871
10178,57,21520,28156,1872
10179,57,21519,28146,1915
10180,57,21514,28126,1900
10181,-1956,21504,28104,1942
10182,-1956,21496,28071,1958
10183,-1956,21489,28036,1936
10184,-1956,21477,28004,1904
10185,-1956,21470,27981,1853
10186,-1956,21468,27961,1806
10187,-1956,21464,27952,1747
10188,-5201,21462,27943,1717
10189,-5201,21466,27940,1687
10190,-5201,21464,27940,1694
10191,-5201,21464,27941,1681
10192,-5201,21464,27944,1683
10193,-5201,21464,27946,1691
10194,-5201,21469,27950,1709
10195,-5201,21466,27952,1710
10196,-5201,21470,27955,1699
10197,-5201,21469,27956,1713
10198,-5201,21468,27959,1699
10199,-5201,21472,27962,1695
10200,17282,21473,27965,1689
10201,17282,21474,27970,1705
10202,17282,21477,27979,1711
10203,17282,21480,27986,1710
10204,17282,21482,27993,1694
10205,17282,21488,28003,1699
10206,17282,21489,28011,1691
10207,-7694,21498,28022,1702
10208,-7694,21493,28027,1706
10209,-7694,21498,28034,1712
10210,-7694,21497,28042,1719
10211,-7694,21501,28044,1697
10212,-7694,21504,28047,1718
10213,-7694,21505,28048,1707
10214,-7694,21505,28052,1735
10215,-7694,21504,28051,1795
10216,-7694,21509,28052,1777
10217,-7694,21505,28052,1742
10218,-7694,21505,28053,1725
10219,-7694,21502,28052,1726
10220,21279,21500,28057,1710
10221,21279,21505,28058,1698
10222,21279,21503,28060,1702
10223,21279,21502,28061,1683
10224,21279,21503,28064,1669
10225,21279,21506,28072,1697
10226,15953,21508,28076,1697
10227,15953,21512,28087,1675
10228,15953,21518,28094,1712
10229,15953,21515,28104,1791
10230,15953,21520,28111,2528
10231,15953,21522,28113,3506
10232,15953,21527,28123,2490
10233,15953,21522,28122,1772
10234,15953,21525,28126,1526
10235,15953,21523,28133,1535
10236,15953,21523,28135,1531
10237,15953,21520,28140,1513
10238,15953,21523,28141,1555
10239,25737,21523,28148,1571
10240,25737,21528,28149,1584
10241,25737,21527,28155,1588
10242,25737,21531,28159,1578
10243,25737,21535,28166,1568
10244,25737,21537,28177,1553
10245,1587,21543,28181,1561
10246,1587,21542,28188,1506
10247,1587,21544,28196,1503
10248,1587,21546,28196,1435
10249,1587,21550,28200,1434
10250,1587,21549,28191,1439
10251,1587,21545,28170,1421
10252,1587,21535,28142,1443
10253,1587,21526,28110,1453
10254,1587,21515,28068,1446
10255,1587,21504,28029,1468
10256,1587,21492,27999,1463
10257,1587,21487,27977,1379
10258,-24680,21487,27965,944
10259,-24680,21485,27958,1255
10260,-24680,21484,27957,1200
10261,-24680,21487,27954,1168
10262,-24680,21487,27954,1153
10263,-24680,21491,27960,1140
10264,6949,21494,27966,1131
10265,6949,21501,27973,1121
10266,6949,21504,27981,1115
10267,6949,21510,27985,1159
10268,6949,21509,27989,1139
10269,6949,21512,27991,1191
10270,6949,21520,28140,1200
10271,6949,21513,27992,1223
10272,6949,21509,27989,1231
10273,6949,21512,27989,1279
10274,6949,21508,27992,1263
10275,6949,21509,27994,1311
10276,6949,21508,27997,1305
10277,1798,21509,28005,1351
10278,1798,21512,28013,1375
10279,1798,21513,28021,1393
10280,1798,21517,28028,1371
10281,1798,21520,28034,1449
10282,1798,21521,28044,1477
10283,1798,21527,28051,1513
10284,-9755,21528,28059,1520
10285,-9755,21528,28065,1535
10286,-9755,21530,28068,1577
10287,-9755,21532,28070,1583
10288,-9755,21532,28072,1605
10289,-9755,21533,28067,1630
10290,-9755,21531,28068,1673
10291,-9755,21533,28070,1734
10292,-9755,21531,28069,1755
10293,-9755,21526,28070,1765
10294,-9755,21530,28071,1758
10295,-9755,21528,28073,1776
10296,4616,21532,28076,1776
10297,4616,21533,28084,1777
10298,4616,21531,28092,1698
10299,4616,21536,28095,1789
10300,4616,21538,28105,1732
10301,4616,21542,28108,1826
10302,4616,21545,28123,1809
10303,15453,21549,28126,1845
10304,15453,21548,28137,1857
10305,15453,21549,28142,1976
10306,15453,21552,28150,2463
10307,15453,21554,28154,4095
10308,15453,21554,28160,3035
10309,15453,21556,28164,2127
10310,15453,21557,28168,1819
10311,15453,21558,28170,1843
10312,15453,21557,28178,1855
10313,15453,21559,28178,1859
10314,15453,21558,28184,1872
10315,15453,21559,28186,1899
10316,-4263,21558,28189,1897
10317,-4263,21558,28191,1913
10318,-4263,21562,28196,1936
10319,-4263,21560,28198,1959
10320,-4263,21559,28198,1975
10321,-4263,21563,28205,1990
10322,-13410,21562,28208,2011
10323,-13410,21563,28213,2031
10324,-13410,21566,28215,2065
10325,-13410,21568,28216,2078
10326,-13410,21568,28219,2099
10327,-13410,21569,28209,2128
10328,-13410,21563,28186,2160
10329,-13410,21558,28158,2197
10330,-13410,21548,28121,2228
10331,-13410,21537,28077,2250
10332,-13410,21521,28041,2256
10333,-13410,21513,28007,2234
10334,-13410,21505,27990,2202
10335,-20219,21497,27974,2158
10336,-20219,21496,27962,2111
10337,-20219,21494,27954,2072
10338,-20219,21495,27953,2069
10339,-20219,21493,27954,2064
10340,-20219,21495,27952,2085
10341,-16068,21496,27955,2090
10342,-16068,21498,27960,2074
10343,-16068,21495,27960,2071
10344,-16068,21501,27962,2085
10345,-16068,21500,27960,2087
10346,-16068,21500,27962,2084
10347,-16068,21501,27961,2085
10348,-16068,21501,27962,2099
10349,-16068,21503,27968,2096
10350,-16068,21507,27974,2107
10351,-16068,21505,27981,2129
10352,-16068,21514,27988,2129
10353,-16068,21516,28001,2125
10354,-9892,21521,28013,2144
10355,-9892,21525,28018,2187
10356,-9892,21524,28033,2186
10357,-9892,21533,28038,2204
10358,-9892,21531,28041,2182
10359,-9892,21535,28043,2192
10360,-8711,21527,28043,2175
10361,-8711,21523,28040,2177
10362,-8711,21525,28036,2180
10363,-8711,21522,28034,2166
10364,-8711,21518,28032,2221
10365,-8711,21517,28029,2239
10366,-8711,21516,28026,2224
10367,-8711,21521,28026,2171
10368,-8711,21518,28028,2163
10369,-8711,21518,28035,2159
10370,-8711,21517,28034,2146
10371,-8711,21518,28038,2155
10372,-8711,21516,28038,2128
10373,-2277,21521,28045,2128
10374,-2277,21519,28051,2145
10375,-2277,21520,28053,2125
10376,-2277,21520,28056,2094
10377,-2277,21519,28062,2042
10378,-2277,21523,28066,2163
10379,-2277,21523,28072,2261
10380,-2225,21523,28074,3569
10381,-2225,21526,28082,3618
10382,-2225,21526,28087,2533
10383,-2225,21526,28088,2061
10384,-2225,21528,28093,1920
10385,-2225,21527,28097,1955
10386,-2225,21529,28103,1909
10387,-2225,21530,28112,1921
10388,-2225,21531,28116,1931
10389,-2225,21532,28122,1927
10390,-2225,21531,28127,1939
10391,-2225,21535,28130,1923
10392,-1556,21537,28135,1946
10393,-1556,21539,28141,1949
10394,-1556,21537,28144,1936
10395,-1556,21542,28143,1951
10396,-1556,21541,28147,1951
10397,-1556,21542,28148,1970
10398,-1556,21541,28148,2001
10399,-1982,21539,28145,2015
10400,-1982,21539,28139,2023
10401,-1982,21534,28121,2037
10402,-1982,21526,28094,2088
10403,-1982,21521,28060,2103
10404,-1982,21508,28019,2126
10405,-1982,21497,27987,2112
10406,-1982,21489,27961,2096
10407,-1982,21483,27942,2000
10408,-1982,21481,27927,1920
10409,-1982,21476,27919,1850
10410,-1982,21478,27914,1789
10411,-1982,21476,27908,1771
10412,-1979,21476,27908,1734
10413,-1979,21476,27905,1722
10414,-1979,21477,27903,1714
10415,-1979,21472,27904,1709
10416,-1979,21476,27902,1712
10417,-1979,21476,27906,1706
10418,-3450,21477,27899,1691
10419,-3450,21476,27902,1693
10420,-3450,21530,28112,1695
10421,-3450,21476,27902,1705
10422,-3450,21482,27900,1716
10423,-3450,21478,27902,1706
10424,-3450,21479,27904,1713
10425,-3450,21477,27912,1712
10426,-3450,21479,27915,1729
10427,-3450,21481,27926,1724
10428,-3450,21487,27930,1715
10429,-3450,21489,27938,1728
10430,-3450,21490,27946,1723
10431,-12,21491,27951,1725
10432,-12,21498,27955,1707
10433,-12,21500,27959,1703
10434,-12,21499,27963,1707
10435,-12,21500,27963,1710
10436,-12,21503,27969,1728
10437,2388,21504,27971,1771
10438,2388,21505,27972,1775
10439,2388,21507,27969,1732
10440,2388,21511,27968,1732
10441,2388,21509,27969,1719
10442,2388,21505,27969,1716
10443,2388,21508,27968,1721
10444,2388,21505,27971,1671
10445,2388,21507,27974,1727
10446,2388,21505,27975,1707
10447,2388,21506,27980,1689
10448,2388,21504,27983,1693
10449,2388,21505,27982,1664
10450,9061,21507,27988,1717
10451,9061,21512,27997,1786
10452,9061,21509,27998,2470
10453,9061,21505,28000,3245
10454,9061,21509,28009,2449
10455,9061,21512,28013,1837
10456,8533,21513,28022,1510
10457,8533,21515,28025,1565
10458,8533,21512,28027,1577
10459,8533,21518,28032,1575
10460,8533,21517,28038,1559
10461,8533,21518,28045,1580
10462,8533,21520,28052,1529
10463,8533,21520,28056,1553
10464,8533,21522,28063,1535
10465,8533,21521,28066,1570
10466,8533,21520,28073,1595
10467,8533,21522,28078,1600
10468,8533,21525,28081,1616
10469,17304,21526,28084,1655
10470,17304,21526,28085,1699
10471,17304,21531,28088,1740
10472,17304,21525,28088,1741
10473,17304,21522,28077,1773
10474,17304,21518,28059,1835
10475,17304,21508,28025,1861
10476,16642,21499,27987,1871
10477,16642,21485,27953,1882
10478,16642,21482,27921,1885
10479,16642,21473,27899,1830
10480,16642,21469,27883,1783
10481,16642,21464,27870,1709
10482,16642,21464,27863,1653
10483,16642,21462,27859,1637
10484,16642,21460,27860,1627
10485,16642,21460,27858,1614
10486,16642,21462,27860,1613
10487,16642,21460,27859,1613
10488,12809,21465,27857,1616
10489,12809,21462,27857,1614
10490,12809,21463,27857,1616
10491,12809,21465,27861,1634
10492,12809,21467,27864,1634
10493,12809,21467,27863,1659
10494,12809,21469,27866,1673
10495,-21789,21473,27872,1675
10496,-21789,21474,27877,1685
10497,-21789,21480,27887,1681
10498,-21789,21484,27895,1683
10499,-21789,21485,27905,1701
10500,-21789,21488,27920,1702
10501,-21789,21488,27928,1698
10502,-21789,21488,27934,1710
10503,-21789,21488,27935,1717
10504,-21789,21490,27939,1707
10505,-21789,21492,27940,1707
10506,-21789,21490,27934,1707
10507,-21789,21488,27937,1697
10508,19978,21492,27935,1712
10509,19978,21488,27936,1711
10510,19978,21486,27936,1707
10511,19978,21485,27936,1741
10512,19978,21490,27935,1729
10513,19978,21490,27937,1697
10514,5367,21488,27938,1682
10515,5367,21489,27940,1651
10516,5367,21491,27949,1617
10517,5367,21494,27953,1622
10518,5367,21498,27959,1571
10519,5367,21494,27965,1626
10520,5367,21500,27974,1533
10521,5367,21502,27979,1582
10522,5367,21505,27984,1565
10523,5367,21503,27996,1584
10524,5367,21511,28002,1535
10525,5367,21513,28013,1678
10526,5367,21513,28020,1983
10527,-11276,21518,28030,3433
10528,-11276,21522,28037,2850
10529,-11276,21519,28039,1879
10530,-11276,21521,28048,1489
10531,-11276,21526,28050,1489
10532,-11276,21521,28057,1520
10533,-1810,21524,28054,1502
10534,-1810,21522,28058,1487
10535,-1810,21522,28063,1511
10536,-1810,21523,28066,1523
10537,-1810,21523,28068,1535
10538,-1810,21522,28076,1552
10539,-1810,21522,28080,1535
10540,-1810,21525,28082,1555
10541,-1810,21524,28086,1575
10542,-1810,21528,28091,1586
10543,-1810,21528,28097,1607
10544,-1810,21529,28103,1629
10545,-1810,21532,28106,1639
10546,-20896,21533,28101,1679
10547,-20896,21530,28092,1721
10548,-20896,21530,28073,1766
10549,-20896,21523,28044,1794
10550,-20896,21512,28005,1840
10551,-20896,21503,27966,1878
10552,30256,21496,27935,1873
10553,30256,21493,27914,1865
10554,30256,21487,27898,1811
10555,30256,21485,27886,1759
10556,30256,21479,27877,1712
10557,30256,21477,27878,1679
10558,30256,21478,27875,1659
10559,30256,21477,27877,1658
10560,30256,21484,27878,1664
10561,30256,21483,27881,1661
10562,30256,21483,27881,1649
10563,30256,21485,27884,1669
